"empnum2","team2","date","score1","score2","flag1","flag2"
10041,"Team I",2021-06-29,114.08277292415,6,0,"Yes"
10041,"Team I",2021-07-06,115.685333514392,6,0,"Yes"
10041,"Team I",2021-07-13,116.497864896239,4,0,"Yes"
10041,"Team I",2021-07-20,116.25013331543,6,0,"Yes"
10041,"Team I",2021-07-27,116.589535755403,3,0,"Yes"
10041,"Team I",2021-08-03,115.615942860886,3,0,"Yes"
10041,"Team I",2021-08-10,115.002954674359,7,0,"Yes"
10041,"Team I",2021-08-17,115.734516389804,3,0,"Yes"
10041,"Team I",2021-08-24,116.603939313578,5,0,"Yes"
10041,"Team I",2021-08-31,113.883444780252,4,0,"No"
10041,"Team I",2021-09-07,113.360793706764,2,0,"Yes"
10041,"Team I",2021-09-14,114.913052389215,7,0,"Yes"
10041,"Team I",2021-09-21,115.209636911507,5,0,"Yes"
10041,"Team I",2021-09-28,114.820689461523,5,0,"No"
10041,"Team I",2021-10-05,118.848239720377,7,0,"Yes"
10041,"Team I",2021-10-12,117.205929197523,1,0,"Yes"
10041,"Team I",2021-10-19,118.087119503103,7,0,"Yes"
10041,"Team I",2021-10-26,119.906319976351,5,0,"Yes"
10042,"Team P",2021-06-01,112.134550606811,10,0,"Yes"
10042,"Team P",2021-06-08,111.365845699207,4,0,"No"
10042,"Team P",2021-06-15,113.94243907278,5,0,"Yes"
10042,"Team P",2021-06-22,112.265504132335,6,0,"No"
10042,"Team P",2021-06-29,115.29433072257,4,0,"Yes"
10042,"Team P",2021-07-06,114.846469357622,8,0,"No"
10042,"Team P",2021-07-13,116.415308906208,1,0,"No"
10042,"Team P",2021-07-20,115.320385748839,6,0,"Yes"
10042,"Team P",2021-07-27,115.979238948796,6,0,"Yes"
10042,"Team P",2021-08-03,116.584702975686,5,0,"Yes"
10042,"Team P",2021-08-10,116.621910160809,9,0,"No"
10042,"Team P",2021-08-17,115.255671221397,10,0,"Yes"
10042,"Team P",2021-08-24,115.599561260225,6,0,"No"
10042,"Team P",2021-08-31,114.998244683361,6,1,"Yes"
10042,"Team P",2021-09-07,113.550714029199,6,0,"Yes"
10042,"Team P",2021-09-14,114.785703925497,9,0,"Yes"
10042,"Team P",2021-09-21,114.477773577919,5,0,"Yes"
10042,"Team P",2021-09-28,115.896373034437,13,0,"Yes"
10042,"Team P",2021-10-05,115.132471784123,2,0,"Yes"
10042,"Team P",2021-10-12,117.123082705898,10,0,"No"
10042,"Team P",2021-10-19,117.845580544577,6,0,"Yes"
10042,"Team P",2021-10-26,120.190065467777,14,0,"Yes"
10043,"Team D",2021-06-01,111.02861460014,3,0,"Yes"
10043,"Team D",2021-06-08,110.70271651608,6,0,"No"
10043,"Team D",2021-06-15,111.198826486333,8,0,"Yes"
10043,"Team D",2021-06-22,112.518708938882,4,0,"Yes"
10043,"Team D",2021-06-29,114.487879530243,7,0,"Yes"
10043,"Team D",2021-07-06,114.770128112998,6,0,"No"
10043,"Team D",2021-07-13,117.032804697106,3,0,"Yes"
10043,"Team D",2021-07-20,113.548815434752,6,0,"No"
10043,"Team D",2021-07-27,117.401724834882,8,0,"Yes"
10043,"Team D",2021-08-03,114.306202530498,1,0,"Yes"
10043,"Team D",2021-08-10,114.824398883189,3,0,"Yes"
10043,"Team D",2021-08-17,115.103619833957,1,0,"Yes"
10043,"Team D",2021-08-24,116.403208480033,4,0,"No"
10043,"Team D",2021-08-31,114.40864298384,7,0,"Yes"
10043,"Team D",2021-09-07,116.383097542703,3,0,"No"
10043,"Team D",2021-09-14,116.974375064011,12,0,"No"
10043,"Team D",2021-09-21,116.3761440595,4,0,"Yes"
10043,"Team D",2021-09-28,115.512997624101,6,0,"No"
10043,"Team D",2021-10-05,115.109079382306,4,0,"Yes"
10043,"Team D",2021-10-12,119.320910464919,7,0,"Yes"
10043,"Team D",2021-10-19,119.282755977555,4,0,"Yes"
10043,"Team D",2021-10-26,120.330747316686,2,1,"No"
10044,"Team G",2021-06-01,110.851600714094,8,0,"No"
10044,"Team G",2021-06-08,113.261546441102,5,0,"Yes"
10044,"Team G",2021-06-15,113.316042442086,8,0,"No"
10044,"Team G",2021-06-22,115.14156167059,4,0,"Yes"
10044,"Team G",2021-06-29,116.069869203479,8,0,"Yes"
10044,"Team G",2021-07-06,117.261120858048,6,0,"No"
10044,"Team G",2021-07-13,116.771030258414,6,0,"Yes"
10044,"Team G",2021-07-20,115.512340163808,10,0,"Yes"
10044,"Team G",2021-07-27,116.018941425222,4,0,"Yes"
10044,"Team G",2021-08-03,114.171946771118,4,1,"Yes"
10044,"Team G",2021-08-10,115.029902242695,8,0,"Yes"
10044,"Team G",2021-08-17,115.165667003876,5,0,"No"
10044,"Team G",2021-08-24,115.881975676238,3,0,"Yes"
10044,"Team G",2021-08-31,116.670161125478,7,0,"Yes"
10044,"Team G",2021-09-07,113.604956916684,7,0,"Yes"
10044,"Team G",2021-09-14,116.284817637628,6,0,"No"
10044,"Team G",2021-09-21,115.750720977389,5,0,"No"
10044,"Team G",2021-09-28,116.17142433228,5,0,"No"
10044,"Team G",2021-10-05,118.276870685979,5,0,"Yes"
10044,"Team G",2021-10-12,117.010751237376,1,0,"Yes"
10044,"Team G",2021-10-19,118.994933743723,2,0,"Yes"
10044,"Team G",2021-10-26,119.674251531683,3,0,"No"
10045,"Team X",2021-06-01,109.590329771496,5,0,"Yes"
10045,"Team X",2021-06-08,113.082206623761,3,0,"No"
10045,"Team X",2021-06-15,113.847271598272,10,0,"Yes"
10045,"Team X",2021-06-22,115.493986966538,4,0,"Yes"
10045,"Team X",2021-06-29,114.385747083785,5,0,"Yes"
10045,"Team X",2021-07-06,117.044825146695,2,0,"Yes"
10045,"Team X",2021-07-13,116.670452791806,6,0,"Yes"
10045,"Team X",2021-07-20,116.906129660934,7,0,"No"
10045,"Team X",2021-07-27,114.72723780485,5,0,"Yes"
10045,"Team X",2021-08-03,115.360846106622,4,0,"Yes"
10045,"Team X",2021-08-10,116.208180993445,3,0,"Yes"
10045,"Team X",2021-08-17,114.760631406155,1,0,"Yes"
10045,"Team X",2021-08-24,115.410887544012,8,0,"Yes"
10045,"Team X",2021-08-31,114.868630993202,10,0,"Yes"
10045,"Team X",2021-09-07,116.436191122916,6,0,"No"
10045,"Team X",2021-09-14,114.407902514664,6,0,"No"
10045,"Team X",2021-09-21,114.794791067151,6,0,"Yes"
10045,"Team X",2021-09-28,116.238356806207,6,0,"Yes"
10045,"Team X",2021-10-05,115.373401489077,6,0,"Yes"
10045,"Team X",2021-10-12,118.124169607369,7,0,"Yes"
10045,"Team X",2021-10-19,118.689128516126,4,0,"Yes"
10045,"Team X",2021-10-26,120.351234429278,5,0,"Yes"
10046,"Team N",2021-06-01,110.852571603935,4,0,"Yes"
10046,"Team N",2021-06-08,112.026448722957,2,0,"Yes"
10046,"Team N",2021-06-15,113.905326019222,6,0,"Yes"
10046,"Team N",2021-06-22,114.454422344352,6,0,"No"
10046,"Team N",2021-06-29,115.693990830796,11,0,"Yes"
10046,"Team N",2021-07-06,115.473472325185,3,0,"Yes"
10046,"Team N",2021-07-13,114.797985426086,5,0,"Yes"
10046,"Team N",2021-07-20,114.231372717262,1,0,"No"
10046,"Team N",2021-07-27,115.570160135074,4,0,"Yes"
10046,"Team N",2021-08-03,115.760492129343,6,0,"Yes"
10046,"Team N",2021-08-10,115.226643103859,7,0,"Yes"
10046,"Team N",2021-08-17,116.516072447765,7,0,"No"
10046,"Team N",2021-08-24,115.626476272066,5,0,"Yes"
10046,"Team N",2021-08-31,115.788047577985,3,0,"No"
10046,"Team N",2021-09-07,115.006432176261,10,0,"No"
10046,"Team N",2021-09-14,115.710500890267,4,0,"Yes"
10046,"Team N",2021-09-21,116.093730271445,5,0,"No"
10046,"Team N",2021-09-28,115.261364971467,2,0,"Yes"
10046,"Team N",2021-10-05,116.480189158426,2,0,"No"
10046,"Team N",2021-10-12,118.690379070178,4,0,"Yes"
10046,"Team N",2021-10-19,116.64777872046,1,0,"No"
10046,"Team N",2021-10-26,119.034397125432,8,0,"Yes"
10047,"Team O",2021-06-01,111.770170924659,5,0,"No"
10047,"Team O",2021-06-08,112.077407115332,3,0,"No"
10047,"Team O",2021-06-15,113.704144075322,6,0,"Yes"
10047,"Team O",2021-06-22,114.228973846974,4,0,"Yes"
10047,"Team O",2021-06-29,114.863685410153,8,0,"No"
10047,"Team O",2021-07-06,116.408438115829,2,0,"Yes"
10047,"Team O",2021-07-13,113.840800685634,1,0,"Yes"
10047,"Team O",2021-07-20,116.475419518147,7,0,"Yes"
10047,"Team O",2021-07-27,115.828134651055,8,0,"No"
10047,"Team O",2021-08-03,116.056444048766,5,1,"No"
10047,"Team O",2021-08-10,115.568006108623,9,0,"Yes"
10047,"Team O",2021-08-17,116.24819236763,3,0,"Yes"
10047,"Team O",2021-08-24,115.636521806606,6,0,"Yes"
10047,"Team O",2021-08-31,116.137343111404,7,0,"Yes"
10047,"Team O",2021-09-07,115.012791540534,2,0,"Yes"
10047,"Team O",2021-09-14,116.297314566321,3,0,"Yes"
10047,"Team O",2021-09-21,115.087182654635,3,0,"Yes"
10047,"Team O",2021-09-28,117.486115652767,7,0,"Yes"
10047,"Team O",2021-10-05,117.062260237742,2,0,"Yes"
10047,"Team O",2021-10-12,117.328611418964,4,0,"Yes"
10047,"Team O",2021-10-19,119.876798858955,3,0,"No"
10047,"Team O",2021-10-26,120.013883618869,2,0,"No"
10048,"Team W",2021-06-01,112.151391791554,4,0,"Yes"
10048,"Team W",2021-06-08,112.438854222129,8,0,"Yes"
10048,"Team W",2021-06-15,112.340638966621,3,0,"No"
10048,"Team W",2021-06-22,113.683741681514,4,0,"Yes"
10048,"Team W",2021-06-29,113.185650289386,4,0,"Yes"
10048,"Team W",2021-07-06,115.904388401017,4,0,"No"
10048,"Team W",2021-07-13,115.329796184969,7,0,"No"
10048,"Team W",2021-07-20,116.016567242964,7,0,"Yes"
10048,"Team W",2021-07-27,113.643437457555,4,0,"No"
10048,"Team W",2021-08-03,115.091617203385,5,0,"Yes"
10048,"Team W",2021-08-10,115.497330570042,5,0,"Yes"
10048,"Team W",2021-08-17,115.020032002496,6,0,"Yes"
10048,"Team W",2021-08-24,115.989143417797,11,0,"Yes"
10048,"Team W",2021-08-31,116.436367919407,10,0,"Yes"
10048,"Team W",2021-09-07,114.122119714384,1,0,"No"
10048,"Team W",2021-09-14,114.981381314656,3,0,"Yes"
10048,"Team W",2021-09-21,115.250032497619,9,0,"Yes"
10048,"Team W",2021-09-28,115.498061518728,8,0,"Yes"
10048,"Team W",2021-10-05,115.416692786545,8,0,"No"
10048,"Team W",2021-10-12,116.63051073284,4,0,"Yes"
10048,"Team W",2021-10-19,117.955097704159,6,1,"Yes"
10048,"Team W",2021-10-26,119.596738054952,6,0,"Yes"
10049,"Team X",2021-06-01,103.364545424002,5,0,"No"
10049,"Team X",2021-06-08,101.379640416492,8,0,"Yes"
10049,"Team X",2021-06-15,105.221726282652,6,0,"Yes"
10049,"Team X",2021-06-22,104.11823320711,5,0,"Yes"
10049,"Team X",2021-06-29,105.967245160262,5,0,"Yes"
10049,"Team X",2021-07-06,104.996615256925,5,0,"No"
10049,"Team X",2021-07-13,107.14544084619,10,0,"Yes"
10049,"Team X",2021-07-20,105.160589491088,4,0,"No"
10049,"Team X",2021-07-27,104.570626358895,3,0,"Yes"
10049,"Team X",2021-08-03,106.951048846033,7,0,"Yes"
10049,"Team X",2021-08-10,103.983463234897,6,0,"Yes"
10049,"Team X",2021-08-17,104.561301765719,8,0,"Yes"
10049,"Team X",2021-08-24,106.232188415583,4,1,"Yes"
10049,"Team X",2021-08-31,103.263857047351,4,0,"Yes"
10049,"Team X",2021-09-07,108.217949082459,3,0,"No"
10049,"Team X",2021-09-14,104.022898645968,8,1,"No"
10049,"Team X",2021-09-21,102.896071017057,7,0,"No"
10049,"Team X",2021-09-28,105.579315537664,5,0,"No"
10049,"Team X",2021-10-05,105.879023645024,4,0,"No"
10049,"Team X",2021-10-12,107.36093788478,10,0,"Yes"
10049,"Team X",2021-10-19,107.485125209543,4,0,"Yes"
10049,"Team X",2021-10-26,111.699959912682,5,0,"No"
10050,"Team D",2021-06-01,111.985952393733,4,0,"No"
10050,"Team D",2021-06-08,111.101662711938,5,0,"Yes"
10050,"Team D",2021-06-15,114.598822947648,6,1,"Yes"
10050,"Team D",2021-06-22,112.991581351037,9,1,"Yes"
10050,"Team D",2021-06-29,114.921636504103,3,0,"No"
10050,"Team D",2021-07-06,114.136729666708,8,0,"No"
10050,"Team D",2021-07-13,115.1590382651,3,0,"Yes"
10050,"Team D",2021-07-20,114.764317929787,8,0,"No"
10050,"Team D",2021-07-27,115.241817938059,3,0,"Yes"
10050,"Team D",2021-08-03,116.019577234356,7,0,"Yes"
10050,"Team D",2021-08-10,116.241375706119,5,0,"Yes"
10050,"Team D",2021-08-17,116.928532588354,6,0,"No"
10050,"Team D",2021-08-24,113.83804647226,3,0,"No"
10050,"Team D",2021-08-31,115.486887460583,5,0,"No"
10050,"Team D",2021-09-07,116.946444905247,6,0,"No"
10050,"Team D",2021-09-14,114.64777493622,3,0,"Yes"
10050,"Team D",2021-09-21,114.492127637281,3,0,"No"
10050,"Team D",2021-09-28,113.898205441149,7,0,"Yes"
10050,"Team D",2021-10-05,116.768993622673,3,0,"No"
10050,"Team D",2021-10-12,117.416388439279,5,0,"Yes"
10050,"Team D",2021-10-19,119.701643179815,2,0,"Yes"
10050,"Team D",2021-10-26,119.650916957747,5,0,"No"
10051,"Team J",2021-06-01,109.52230693861,6,0,"Yes"
10051,"Team J",2021-06-08,112.208241206587,4,0,"Yes"
10051,"Team J",2021-06-15,113.54619551587,3,0,"Yes"
10051,"Team J",2021-06-22,113.612202651668,6,0,"Yes"
10051,"Team J",2021-06-29,115.547008725855,5,0,"No"
10051,"Team J",2021-07-06,116.137611215932,6,0,"No"
10051,"Team J",2021-07-13,115.381476654665,5,0,"Yes"
10051,"Team J",2021-07-20,114.682019798561,4,0,"Yes"
10051,"Team J",2021-07-27,116.441619732736,5,0,"Yes"
10051,"Team J",2021-08-03,114.847779816854,2,0,"No"
10051,"Team J",2021-08-10,115.175760618636,4,0,"Yes"
10051,"Team J",2021-08-17,114.592646375324,5,0,"Yes"
10051,"Team J",2021-08-24,113.725987296596,13,0,"No"
10051,"Team J",2021-08-31,116.091198913461,8,0,"Yes"
10051,"Team J",2021-09-07,115.559254164721,6,0,"Yes"
10051,"Team J",2021-09-14,114.186129479012,6,0,"Yes"
10051,"Team J",2021-09-21,114.870549166485,3,0,"No"
10051,"Team J",2021-09-28,117.741511927875,5,0,"No"
10051,"Team J",2021-10-05,116.718426992695,2,0,"Yes"
10051,"Team J",2021-10-12,117.150917376597,2,0,"Yes"
10051,"Team J",2021-10-19,117.430157890763,11,0,"Yes"
10051,"Team J",2021-10-26,119.752838803001,5,0,"Yes"
10052,"Team K",2021-06-01,108.960016960001,5,0,"Yes"
10052,"Team K",2021-06-08,111.812206890344,4,0,"Yes"
10052,"Team K",2021-06-15,112.174029963865,4,0,"No"
10052,"Team K",2021-06-22,114.792461711017,6,0,"Yes"
10052,"Team K",2021-06-29,115.818380627084,5,0,"Yes"
10052,"Team K",2021-07-06,114.646101499256,6,0,"No"
10052,"Team K",2021-07-13,113.826998235606,9,0,"Yes"
10052,"Team K",2021-07-20,115.928784120685,4,0,"Yes"
10052,"Team K",2021-07-27,114.925245240613,5,0,"Yes"
10052,"Team K",2021-08-03,115.227693709806,4,0,"Yes"
10052,"Team K",2021-08-10,115.617762285602,4,1,"Yes"
10052,"Team K",2021-08-17,114.432553886988,7,1,"Yes"
10052,"Team K",2021-08-24,115.586434580404,2,0,"Yes"
10052,"Team K",2021-08-31,117.365675596266,9,0,"Yes"
10052,"Team K",2021-09-07,115.466145395615,8,0,"No"
10052,"Team K",2021-09-14,115.495420638173,5,0,"Yes"
10052,"Team K",2021-09-21,115.300364734152,5,0,"Yes"
10052,"Team K",2021-09-28,116.870262238659,4,0,"No"
10052,"Team K",2021-10-05,116.759109979396,1,0,"No"
10052,"Team K",2021-10-12,118.10590919139,6,0,"Yes"
10052,"Team K",2021-10-19,119.72579367528,6,0,"Yes"
10052,"Team K",2021-10-26,119.691626957635,5,0,"No"
10053,"Team F",2021-06-01,110.595186805752,4,0,"No"
10053,"Team F",2021-06-08,113.567326945821,7,0,"Yes"
10053,"Team F",2021-06-15,113.672645611355,4,0,"Yes"
10053,"Team F",2021-06-22,113.481153792725,5,0,"Yes"
10053,"Team F",2021-06-29,115.073479311283,5,0,"Yes"
10053,"Team F",2021-07-06,114.898106364387,2,0,"Yes"
10053,"Team F",2021-07-13,113.299109643074,8,0,"No"
10053,"Team F",2021-07-20,114.442855284727,6,0,"Yes"
10053,"Team F",2021-07-27,114.832465704312,5,0,"No"
10053,"Team F",2021-08-03,113.458674322054,5,0,"No"
10053,"Team F",2021-08-10,116.00599983767,3,0,"Yes"
10053,"Team F",2021-08-17,116.462948468537,4,0,"No"
10053,"Team F",2021-08-24,116.299149448696,5,1,"Yes"
10053,"Team F",2021-08-31,115.673005206228,4,0,"Yes"
10053,"Team F",2021-09-07,116.367198327072,3,0,"Yes"
10053,"Team F",2021-09-14,115.534617454633,10,0,"No"
10053,"Team F",2021-09-21,114.977488336374,3,0,"No"
10053,"Team F",2021-09-28,115.456702149651,4,0,"No"
10053,"Team F",2021-10-05,118.309829595557,6,0,"Yes"
10053,"Team F",2021-10-12,115.926439489013,10,0,"Yes"
10053,"Team F",2021-10-19,119.972456466653,8,0,"Yes"
10053,"Team F",2021-10-26,119.080946677913,4,0,"Yes"
10054,"Team L",2021-06-01,111.521326908981,5,0,"Yes"
10054,"Team L",2021-06-08,113.401358028507,6,0,"No"
10054,"Team L",2021-06-15,114.451431196591,9,0,"Yes"
10054,"Team L",2021-06-22,114.520232900957,3,0,"No"
10054,"Team L",2021-06-29,114.683888347239,5,0,"Yes"
10054,"Team L",2021-07-06,114.643241588935,11,0,"Yes"
10054,"Team L",2021-07-13,116.222402419482,5,1,"No"
10054,"Team L",2021-07-20,115.180102813365,2,0,"Yes"
10054,"Team L",2021-07-27,114.009405874943,7,0,"Yes"
10054,"Team L",2021-08-03,114.216108370597,3,0,"Yes"
10054,"Team L",2021-08-10,114.538200696434,2,0,"No"
10054,"Team L",2021-08-17,115.991509268248,2,0,"No"
10054,"Team L",2021-08-24,114.507861800509,4,0,"Yes"
10054,"Team L",2021-08-31,115.361902543754,3,0,"No"
10054,"Team L",2021-09-07,115.64823645515,5,0,"Yes"
10054,"Team L",2021-09-14,115.156249203171,6,0,"No"
10054,"Team L",2021-09-21,115.226093144629,8,0,"Yes"
10054,"Team L",2021-09-28,114.69686289891,4,0,"Yes"
10054,"Team L",2021-10-05,116.263269144431,8,0,"Yes"
10054,"Team L",2021-10-12,117.303343906647,5,0,"No"
10054,"Team L",2021-10-19,119.260110010411,4,0,"Yes"
10054,"Team L",2021-10-26,119.283182014689,3,0,"Yes"
10055,"Team B",2021-06-01,110.30367500371,6,0,"Yes"
10055,"Team B",2021-06-08,112.752608163168,4,1,"No"
10055,"Team B",2021-06-15,115.384003879999,7,0,"Yes"
10055,"Team B",2021-06-22,115.246375359925,3,0,"Yes"
10055,"Team B",2021-06-29,114.305012650843,4,0,"No"
10055,"Team B",2021-07-06,115.114316467546,1,1,"No"
10055,"Team B",2021-07-13,116.475154885229,6,0,"Yes"
10055,"Team B",2021-07-20,113.604631432628,6,0,"Yes"
10055,"Team B",2021-07-27,115.196202319152,5,0,"Yes"
10055,"Team B",2021-08-03,115.561683717936,4,0,"No"
10055,"Team B",2021-08-10,116.849915929964,6,0,"No"
10055,"Team B",2021-08-17,115.307112730357,5,0,"Yes"
10055,"Team B",2021-08-24,114.200445672378,4,0,"No"
10055,"Team B",2021-08-31,115.777200025345,3,0,"Yes"
10055,"Team B",2021-09-07,116.754848257038,6,0,"Yes"
10055,"Team B",2021-09-14,115.748832793549,8,0,"Yes"
10055,"Team B",2021-09-21,114.461838374198,5,0,"No"
10055,"Team B",2021-09-28,116.533655529234,4,0,"No"
10055,"Team B",2021-10-05,116.094842609483,7,0,"Yes"
10055,"Team B",2021-10-12,118.133857826216,5,0,"No"
10055,"Team B",2021-10-19,120.917476816784,5,0,"Yes"
10055,"Team B",2021-10-26,120.476625469644,4,0,"Yes"
10056,"Team Q",2021-06-01,110.687238173369,4,0,"No"
10056,"Team Q",2021-06-08,112.337632778795,4,0,"Yes"
10056,"Team Q",2021-06-15,112.20248430697,4,0,"No"
10056,"Team Q",2021-06-22,114.310928406443,5,0,"Yes"
10056,"Team Q",2021-06-29,113.328371341793,9,0,"Yes"
10056,"Team Q",2021-07-06,116.806625894898,8,0,"No"
10056,"Team Q",2021-07-13,114.358984200172,6,0,"Yes"
10056,"Team Q",2021-07-20,114.781382448685,2,1,"No"
10056,"Team Q",2021-07-27,116.55054656433,5,1,"Yes"
10056,"Team Q",2021-08-03,115.709547877679,4,0,"Yes"
10056,"Team Q",2021-08-10,115.308582952421,2,0,"No"
10056,"Team Q",2021-08-17,117.35820548392,6,0,"Yes"
10056,"Team Q",2021-08-24,115.834052426429,5,0,"No"
10056,"Team Q",2021-08-31,116.841400466654,4,0,"Yes"
10056,"Team Q",2021-09-07,113.373931222396,6,0,"Yes"
10056,"Team Q",2021-09-14,115.561014264493,4,0,"Yes"
10056,"Team Q",2021-09-21,115.770099068125,4,0,"Yes"
10056,"Team Q",2021-09-28,116.146708788031,5,0,"Yes"
10056,"Team Q",2021-10-05,116.52983018979,4,0,"Yes"
10056,"Team Q",2021-10-12,115.991430240185,6,0,"Yes"
10056,"Team Q",2021-10-19,117.427937271496,6,0,"Yes"
10056,"Team Q",2021-10-26,119.239025102714,2,0,"Yes"
10057,"Team R",2021-06-01,109.339744841178,5,0,"Yes"
10057,"Team R",2021-06-08,112.841045532659,4,0,"No"
10057,"Team R",2021-06-15,112.425702705597,7,0,"No"
10057,"Team R",2021-06-22,112.659314084912,2,0,"Yes"
10057,"Team R",2021-06-29,114.086920189741,5,0,"Yes"
10057,"Team R",2021-07-06,116.525304350659,4,0,"No"
10057,"Team R",2021-07-13,112.920191491954,1,0,"No"
10057,"Team R",2021-07-20,114.864366063676,3,0,"Yes"
10057,"Team R",2021-07-27,117.494784803573,3,1,"Yes"
10057,"Team R",2021-08-03,115.683741072399,3,0,"Yes"
10057,"Team R",2021-08-10,115.633172589379,4,0,"Yes"
10057,"Team R",2021-08-17,114.961832269294,4,0,"Yes"
10057,"Team R",2021-08-24,114.806397704966,2,0,"Yes"
10057,"Team R",2021-08-31,116.299247959672,5,0,"Yes"
10057,"Team R",2021-09-07,116.127585727672,9,0,"No"
10057,"Team R",2021-09-14,114.914275077279,4,0,"No"
10057,"Team R",2021-09-21,116.162807581173,4,0,"Yes"
10057,"Team R",2021-09-28,117.560977527036,3,0,"Yes"
10057,"Team R",2021-10-05,116.188761962484,6,0,"Yes"
10057,"Team R",2021-10-12,117.282212430805,4,0,"Yes"
10057,"Team R",2021-10-19,121.65301656047,5,0,"No"
10057,"Team R",2021-10-26,119.013063528241,3,0,"Yes"
10058,"Team K",2021-06-01,111.455995547033,5,1,"Yes"
10058,"Team K",2021-06-08,109.529332835058,3,0,"Yes"
10058,"Team K",2021-06-15,112.175201607744,5,0,"No"
10058,"Team K",2021-06-22,115.122390739774,5,0,"No"
10058,"Team K",2021-06-29,114.696128421171,8,0,"No"
10058,"Team K",2021-07-06,114.888315532396,6,0,"No"
10058,"Team K",2021-07-13,115.765527520271,5,0,"Yes"
10058,"Team K",2021-07-20,114.862379312669,6,0,"No"
10058,"Team K",2021-07-27,117.0665753789,3,1,"No"
10058,"Team K",2021-08-03,114.647363354842,6,0,"Yes"
10058,"Team K",2021-08-10,114.447763566384,6,0,"No"
10058,"Team K",2021-08-17,114.635521694962,4,0,"Yes"
10058,"Team K",2021-08-24,115.132913753626,9,0,"No"
10058,"Team K",2021-08-31,114.703248286148,5,0,"Yes"
10058,"Team K",2021-09-07,114.22444186391,4,0,"Yes"
10058,"Team K",2021-09-14,116.958014070045,6,0,"Yes"
10058,"Team K",2021-09-21,115.924051482628,1,0,"Yes"
10058,"Team K",2021-09-28,116.38415180234,6,0,"Yes"
10058,"Team K",2021-10-05,115.922876127302,11,0,"Yes"
10058,"Team K",2021-10-12,115.420475920795,1,0,"No"
10058,"Team K",2021-10-19,119.209166335188,4,0,"Yes"
10058,"Team K",2021-10-26,122.257561125541,4,0,"Yes"
10059,"Team X",2021-06-01,111.803338545571,3,0,"Yes"
10059,"Team X",2021-06-08,113.204301070699,4,0,"Yes"
10059,"Team X",2021-06-15,111.902610174229,5,0,"Yes"
10059,"Team X",2021-06-22,114.867415182261,7,0,"Yes"
10059,"Team X",2021-06-29,114.004208607591,5,0,"Yes"
10059,"Team X",2021-07-06,113.336510172061,2,0,"Yes"
10059,"Team X",2021-07-13,115.187007412476,8,0,"Yes"
10059,"Team X",2021-07-20,114.302599824603,7,0,"No"
10059,"Team X",2021-07-27,117.688328541119,5,0,"Yes"
10059,"Team X",2021-08-03,114.780758332243,4,0,"No"
10059,"Team X",2021-08-10,115.258788905844,4,0,"Yes"
10059,"Team X",2021-08-17,115.504458198881,4,0,"Yes"
10059,"Team X",2021-08-24,114.633564189355,2,0,"Yes"
10059,"Team X",2021-08-31,115.419569057472,5,0,"No"
10059,"Team X",2021-09-07,117.076382626824,8,0,"No"
10059,"Team X",2021-09-14,115.172833599519,6,0,"Yes"
10059,"Team X",2021-09-21,115.543037590332,6,0,"No"
10059,"Team X",2021-09-28,116.585808609873,6,1,"Yes"
10059,"Team X",2021-10-05,115.188677189008,8,0,"Yes"
10059,"Team X",2021-10-12,118.192035043499,3,1,"Yes"
10059,"Team X",2021-10-19,119.381272203676,2,0,"No"
10059,"Team X",2021-10-26,120.436193429517,5,0,"Yes"
10060,"Team Y",2021-06-01,112.92564621154,4,0,"Yes"
10060,"Team Y",2021-06-08,111.661907933046,8,0,"Yes"
10060,"Team Y",2021-06-15,112.987820625015,3,0,"No"
10060,"Team Y",2021-06-22,114.535593894476,5,0,"Yes"
10060,"Team Y",2021-06-29,114.507609595607,3,0,"Yes"
10060,"Team Y",2021-07-06,115.13019045683,4,0,"Yes"
10060,"Team Y",2021-07-13,114.541852002682,8,0,"Yes"
10060,"Team Y",2021-07-20,114.919777132221,4,0,"Yes"
10060,"Team Y",2021-07-27,115.871325914537,6,0,"Yes"
10060,"Team Y",2021-08-03,116.708314771409,7,0,"Yes"
10060,"Team Y",2021-08-10,113.990118684221,3,0,"Yes"
10060,"Team Y",2021-08-17,115.672541841803,4,0,"Yes"
10060,"Team Y",2021-08-24,114.815061539948,7,0,"Yes"
10060,"Team Y",2021-08-31,114.937688584064,3,0,"No"
10060,"Team Y",2021-09-07,116.102810658731,4,0,"Yes"
10060,"Team Y",2021-09-14,112.728317714352,5,0,"Yes"
10060,"Team Y",2021-09-21,116.924339276902,5,0,"Yes"
10060,"Team Y",2021-09-28,117.894384910604,8,0,"No"
10060,"Team Y",2021-10-05,117.659436061131,3,0,"Yes"
10060,"Team Y",2021-10-12,119.674026698348,3,0,"Yes"
10060,"Team Y",2021-10-19,118.545286290125,5,1,"Yes"
10060,"Team Y",2021-10-26,119.527181458732,5,0,"Yes"
10061,"Team S",2021-06-01,110.752052906857,1,0,"Yes"
10061,"Team S",2021-06-08,112.043036348277,4,0,"Yes"
10061,"Team S",2021-06-15,111.88484790287,5,0,"Yes"
10061,"Team S",2021-06-22,113.968750460093,4,0,"Yes"
10061,"Team S",2021-06-29,115.058902924754,8,0,"Yes"
10061,"Team S",2021-07-06,114.198391347106,2,0,"Yes"
10061,"Team S",2021-07-13,115.785087008105,7,0,"Yes"
